SEXO;IDADE;TAMANHO DA FAMÍLIA;MORA COM A FAMÍLIA;NÍVEL ESCOLAR MÃE;NÍVEL ESCOLAR PAI;TRABALHO MÃE;TRABALHO PAI;TEMPO ESTUDO SEMANAL;REPROVAÇÕES;SUPORTE EDUCACIONAL ESCOLAR;SUPORTE EDUCACIONAL FAMILIAR;REALIZA ATIVIDADE EXTRA CURRICULAR;VISA EDUCAÇÃO SUPERIOR;POSSUI INTERNET EM CASA;TEM ALGUM RELACIONAMENTO AMOROSO;QUALIDADE RELACIONAMENTO FAMILIAR;TEMPO LIVRE;SAIR C/AMIGOS;CONSUMO ALCOOL DIA SEMANA;CONSUMO ALCOOL FIM SEMANA;CONDIÇÃO DE SAÚDE;FALTAS ;FALTAS CONCEITO;G1;G2;G3;MEDIA  NOTA;CONCEITO MEDIA NOTA;DESEMEPENHO RUIM
F;16;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Altíssimo;Pouquíssimo;Pouquíssimo;Boa;4;BAIXO;9;10;11;10;B;NÃO
F;16;GT3;Sim;Primário;Fundamental;Outros;Servidor;Médio;Poucas;Não;Sim;Não;Sim;Não;Não;Péssimo;Regular;Pouco;Pouquíssimo;Pouco;Boa;0;BAIXO;10;8;8;8,666666667;C;SIM
F;16;GT3;Sim;Primário;Fundamental;Outros;Servidor;Médio;Poucas;Não;Sim;Não;Sim;Não;Não;Péssimo;Regular;Pouco;Pouquíssimo;Pouco;Boa;3;BAIXO;9;8;8;8,333333333;C;SIM
F;15;GT3;Sim;Fundamental;Primário;Lar;Outros;Baixo;Não;Sim;Sim;Não;Sim;Sim;Não;Bom;Alto;Pouco;Regular;Regular;Ruim;0;BAIXO;9;10;9;9,333333333;C;SIM
F;16;GT3;Sim;Primário;Primário;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Sim;Excelente;Alto;Regular;Pouco;Pouquíssimo;Ruim;0;BAIXO;13;14;15;14;B;NÃO
M;17;LE3;Sim;Primário;Fundamental;Lar;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Altíssimo;Altíssimo;Altíssimo;Altíssimo;Regular;4;BAIXO;10;11;11;10,66666667;B;NÃO
F;16;GT3;Sim;Primário;Primário;Outros;Outros;Alto;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;13;10;13;12;B;NÃO
F;16;GT3;Sim;Primário;Primário;Lar;Outros;Médio;Não;Sim;Sim;Não;Sim;Não;Não;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;10;9;10;9,666666667;C;SIM
F;15;GT3;Sim;Primário;Primário;Lar;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Ruim;1;BAIXO;11;10;11;10,66666667;B;NÃO
F;16;GT3;Sim;Primário;Primário;Lar;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Pouco;Pouco;Alto;Regular;Ruim;0;BAIXO;13;12;14;13;B;NÃO
F;15;GT3;Sim;Primário;Primário;Lar;Lar;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Bom;Pouco;Pouquíssimo;Pouquíssimo;Pouco;Ruim;0;BAIXO;13;14;14;13,66666667;B;NÃO
F;15;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Médio;Não;Sim;Sim;Não;Sim;Não;Não;Bom;Alto;Regular;Pouco;Pouco;Excelente;2;BAIXO;14;11;12;12,33333333;B;NÃO
M;16;GT3;Sim;Primário;Primário;Lar;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Não;Não;Regular;Alto;Alto;Regular;Alto;Excelente;6;MODERADA;11;11;11;11;B;NÃO
F;18;GT3;Sim;Primário;Fundamental;Outros;Outros;Baixo;Poucas;Não;Sim;Sim;Sim;Sim;Sim;Regular;Alto;Alto;Pouco;Regular;Excelente;9;ALTO;9;8;8;8,333333333;C;SIM
M;15;GT3;Sim;Médio;Primário;Outros;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Não;Regular;Pouco;Regular;Pouquíssimo;Regular;Boa;0;BAIXO;10;9;11;10;B;NÃO
F;16;GT3;Sim;Fundamental;Fundamental;Outros;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Pouquíssimo;Ruim;1;BAIXO;14;13;14;13,66666667;B;NÃO
M;15;GT3;Sim;Fundamental;Fundamental;Saúde;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Não;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Boa;1;BAIXO;13;12;13;12,66666667;B;NÃO
M;16;GT3;Sim;Superior;Superior;Outros;Professor;Baixo;Não;Não;Sim;Sim;Sim;Não;Sim;Bom;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;13;12;13;12,66666667;B;NÃO
F;15;GT3;Sim;Médio;Médio;Servidor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Altíssimo;Alto;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;13;12;12;12,33333333;B;NÃO
F;16;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Baixo;Poucas;Não;Sim;Sim;Sim;Não;Não;Bom;Alto;Alto;Pouco;Regular;Excelente;2;BAIXO;12;11;12;11,66666667;B;NÃO
F;16;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Não;Sim;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;14;14;16;14,66666667;B;NÃO
M;16;LE3;Sim;Fundamental;Primário;Lar;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Ruim;Alto;Regular;Pouco;Regular;Boa;4;BAIXO;10;8;10;9,333333333;C;SIM
M;15;LE3;Sim;Primário;Médio;Lar;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Alto;Regular;Altíssimo;Regular;2;BAIXO;10;11;11;10,66666667;B;NÃO
F;15;GT3;Sim;Fundamental;Fundamental;Outros;Servidor;Médio;Não;Não;Sim;Sim;Sim;Não;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;12;13;14;13;B;NÃO
F;16;LE3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Alto;Regular;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;10;8;8;8,666666667;C;SIM
M;15;GT3;Sim;Médio;Médio;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouco;Alto;Regular;11;ALTO;12;10;11;11;B;NÃO
F;16;GT3;Sim;Primário;Primário;Lar;Outros;Baixo;Muitas;Sim;Sim;Não;Sim;Não;Não;Regular;Alto;Regular;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;7;7;8;7,333333333;C;SIM
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Lar;Baixíssimo;Não;Não;Sim;Sim;Não;Não;Não;Bom;Altíssimo;Regular;Pouquíssimo;Pouquíssimo;Excelente;4;BAIXO;9;9;10;9,333333333;C;SIM
F;19;GT3;Sim;Fundamental;Médio;Lar;Servidor;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Sim;Bom;Alto;Alto;Pouquíssimo;Pouquíssimo;Ruim;0;BAIXO;9;9;10;9,333333333;C;SIM
F;17;GT3;Sim;Fundamental;Primário;Lar;Outros;Baixíssimo;Não;Não;Sim;Sim;Não;Não;Sim;Excelente;Altíssimo;Regular;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;9;10;11;10;B;NÃO
F;15;LE3;Sim;Primário;Primário;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Não;Não;Sim;Excelente;Pouco;Pouquíssimo;Pouquíssimo;Regular;Boa;0;BAIXO;9;10;9;9,333333333;C;SIM
F;16;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Não;Sim;Não;Regular;Alto;Altíssimo;Pouquíssimo;Pouco;Péssima;1;BAIXO;9;10;11;10;B;NÃO
F;16;LE3;Não;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Sim;Não;Não;Não;Não;Bom;Regular;Alto;Pouquíssimo;Pouco;Péssima;6;MODERADA;7;7;8;7,333333333;C;SIM
F;17;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Altíssimo;Pouquíssimo;Pouco;Boa;0;BAIXO;11;10;11;10,66666667;B;NÃO
F;16;GT3;Sim;Fundamental;Fundamental;Outros;Servidor;Baixíssimo;Poucas;Não;Sim;Sim;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Alto;Regular;1;BAIXO;9;10;10;9,666666667;C;SIM
F;18;LE3;Não;Médio;Fundamental;Outros;Outros;Médio;Poucas;Não;Sim;Não;Não;Não;Sim;Regular;Regular;Pouco;Pouquíssimo;Pouquíssimo;Ruim;6;MODERADA;7;9;10;8,666666667;C;SIM
F;19;GT3;Sim;Primário;Primário;Lar;Servidor;Médio;Poucas;Não;Não;Sim;Não;Não;Sim;Excelente;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;6;MODERADA;7;9;9;8,333333333;C;SIM
M;18;GT3;Sim;Primário;Primário;Outros;Outros;Baixíssimo;Poucas;Não;Não;Sim;Não;Sim;Não;Bom;Alto;Regular;Regular;Alto;Boa;0;BAIXO;8;9;10;9;C;SIM
F;18;GT3;Sim;Primário;Primário;Lar;Lar;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Sim;Regular;Pouco;Regular;Pouquíssimo;Pouquíssimo;Ruim;4;BAIXO;9;11;10;10;B;NÃO
F;19;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Péssimo;Pouquíssimo;Alto;Alto;Pouquíssimo;Péssima;12;ALTO;7;8;9;8;C;SIM
F;16;GT3;Não;Fundamental;Fundamental;Saúde;Outros;Baixo;Não;Não;Não;Não;Sim;Não;Sim;Regular;Regular;Pouco;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;8;10;10;9,333333333;C;SIM
F;17;GT3;Sim;Inexistente;Primário;Outros;Lar;Baixíssimo;Não;Não;Não;Sim;Sim;Não;Não;Ruim;Alto;Alto;Regular;Altíssimo;Excelente;5;MODERADA;9;9;10;9,333333333;C;SIM
F;16;LE3;Sim;Primário;Fundamental;Lar;Outros;Baixo;Não;Não;Não;Sim;Não;Sim;Não;Bom;Alto;Altíssimo;Pouquíssimo;Regular;Regular;0;BAIXO;8;9;9;8,666666667;C;SIM
F;16;GT3;Sim;Médio;Médio;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Não;Sim;Sim;Bom;Altíssimo;Alto;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;14;13;13;13,33333333;B;NÃO
F;16;LE3;Sim;Primário;Primário;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Alto;Alto;Pouco;Pouco;Boa;2;BAIXO;14;14;14;14;B;NÃO
M;17;GT3;Sim;Médio;Médio;Servidor;Lar;Alto;Poucas;Não;Sim;Sim;Sim;Não;Não;Excelente;Alto;Altíssimo;Regular;Alto;Excelente;0;BAIXO;10;11;10;10,33333333;B;NÃO
F;16;GT3;Sim;Fundamental;Primário;Outros;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;14;13;14;13,66666667;B;NÃO
F;16;GT3;Sim;Fundamental;Fundamental;Servidor;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Não;Sim;Bom;Pouco;Altíssimo;Pouquíssimo;Pouco;Excelente;0;BAIXO;17;16;16;16,33333333;A;NÃO
M;17;GT3;Sim;Primário;Fundamental;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Sim;Não;Sim;Sim;Excelente;Regular;Altíssimo;Altíssimo;Altíssimo;Péssima;12;ALTO;6;7;7;6,666666667;C;SIM
M;16;LE3;Sim;Superior;Médio;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Pouco;Altíssimo;Pouquíssimo;Altíssimo;Excelente;8;MODERADA;14;12;13;13;B;NÃO
M;17;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Alto;Poucas;Não;Sim;Não;Sim;Não;Não;Péssimo;Regular;Altíssimo;Regular;Altíssimo;Regular;2;BAIXO;10;8;9;9;C;SIM
F;16;GT3;Sim;Primário;Primário;Outros;Outros;Alto;Não;Sim;Sim;Sim;Sim;Sim;Não;Ruim;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;14;14;14;14;B;NÃO
F;19;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Excelente;Alto;Altíssimo;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;12;13;13;12,66666667;B;NÃO
F;17;GT3;Sim;Primário;Primário;Lar;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Alto;Altíssimo;Pouquíssimo;Pouco;Excelente;0;BAIXO;11;11;11;11;B;NÃO
F;20;GT3;Sim;Médio;Médio;Lar;Servidor;Baixo;Poucas;Não;Não;Sim;Sim;Sim;Sim;Regular;Regular;Alto;Pouco;Alto;Regular;8;MODERADA;11;9;10;10;B;NÃO
F;17;LE3;Sim;Primário;Primário;Outros;Servidor;Médio;Não;Não;Sim;Não;Sim;Não;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;11;11;10;10,66666667;B;NÃO
M;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Altíssimo;Pouquíssimo;Pouco;Excelente;0;BAIXO;10;9;9;9,333333333;C;SIM
F;16;LE3;Sim;Primário;Primário;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;16;17;18;17;A;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Sim;Sim;Não;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;15;17;17;16,33333333;A;NÃO
F;17;GT3;Não;Primário;Inexistente;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Alto;Altíssimo;Pouquíssimo;Pouquíssimo;Boa;1;BAIXO;11;9;10;10;B;NÃO
F;18;GT3;Sim;Primário;Primário;Lar;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Excelente;9;ALTO;7;7;7;7;C;SIM
F;16;GT3;Sim;Médio;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Regular;Pouquíssimo;Regular;Pouquíssimo;Regular;Péssima;0;BAIXO;8;6;8;7,333333333;C;SIM
F;16;GT3;Sim;Médio;Fundamental;Servidor;Lar;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Regular;Pouquíssimo;Regular;Pouquíssimo;Alto;Regular;2;BAIXO;7;6;7;6,666666667;C;SIM
F;18;LE3;Sim;Primário;Primário;Outros;Lar;Baixo;Não;Sim;Não;Não;Sim;Não;Não;Ruim;Regular;Altíssimo;Pouquíssimo;Alto;Regular;8;MODERADA;9;8;10;9;C;SIM
F;16;GT3;Sim;Superior;Superior;Saúde;Professor;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Regular;Regular;Pouco;Regular;Ruim;0;BAIXO;14;16;16;15,33333333;A;NÃO
F;16;LE3;Sim;Primário;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Alto;Altíssimo;Pouquíssimo;Alto;Ruim;0;BAIXO;14;14;15;14,33333333;B;NÃO
F;18;GT3;Não;Fundamental;Superior;Outros;Servidor;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Não;Ruim;Regular;Pouco;Pouquíssimo;Regular;Péssima;8;MODERADA;8;5;8;7;C;SIM
M;16;GT3;Sim;Fundamental;Primário;Outros;Servidor;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Ruim;0;BAIXO;8;7;0;5;C;SIM
F;16;LE3;Sim;Primário;Primário;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Pouco;Pouquíssimo;Regular;Excelente;6;MODERADA;6;8;8;7,333333333;C;SIM
F;16;GT3;Sim;Fundamental;Médio;Lar;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Regular;Regular;Regular;Pouquíssimo;Pouquíssimo;Ruim;0;BAIXO;8;10;10;9,333333333;C;SIM
F;16;GT3;Sim;Superior;Superior;Saúde;Saúde;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Alto;Pouquíssimo;Pouco;Regular;4;BAIXO;8;8;8;8;C;SIM
M;18;LE3;Sim;Superior;Superior;Lar;Saúde;Alto;Não;Não;Sim;Sim;Não;Sim;Sim;Excelente;Altíssimo;Altíssimo;Altíssimo;Altíssimo;Excelente;2;BAIXO;5;6;6;5,666666667;C;SIM
F;16;LE3;Sim;Médio;Superior;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Bom;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Ruim;2;BAIXO;7;9;8;8;C;SIM
M;17;LE3;Sim;Superior;Superior;Outros;Servidor;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Pouco;Excelente;0;BAIXO;15;14;16;15;A;NÃO
F;17;GT3;Sim;Superior;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Pouco;Regular;Pouquíssimo;Pouco;Excelente;1;BAIXO;13;14;14;13,66666667;B;NÃO
M;16;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Médio;Não;Não;Não;Não;Sim;Não;Não;Excelente;Pouquíssimo;Regular;Pouco;Pouco;Regular;0;BAIXO;10;9;10;9,666666667;C;SIM
F;17;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Pouquíssimo;Regular;Pouquíssimo;Pouco;Excelente;5;MODERADA;9;9;9;9;C;SIM
F;16;LE3;Sim;Superior;Superior;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Não;Excelente;Pouquíssimo;Regular;Pouquíssimo;Pouco;Excelente;1;BAIXO;11;11;11;11;B;NÃO
M;17;GT3;Sim;Médio;Médio;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouquíssimo;Alto;Altíssimo;Altíssimo;Regular;8;MODERADA;7;10;9;8,666666667;C;SIM
M;17;GT3;Sim;Primário;Primário;Lar;Servidor;Baixo;Não;Não;Não;Não;Sim;Sim;Sim;Excelente;Pouquíssimo;Regular;Regular;Regular;Péssima;0;BAIXO;10;10;10;10;B;NÃO
M;16;GT3;Sim;Fundamental;Primário;Saúde;Servidor;Baixo;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Pouco;Pouco;Pouquíssimo;Alto;Excelente;2;BAIXO;9;7;8;8;C;SIM
F;16;LE3;Sim;Fundamental;Primário;Outros;Servidor;Baixo;Não;Não;Não;Não;Sim;Sim;Sim;Regular;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;14;15;16;15;A;NÃO
M;16;LE3;Sim;Superior;Superior;Professor;Saúde;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Pouquíssimo;Pouco;Pouco;Altíssimo;Excelente;0;BAIXO;11;12;12;11,66666667;B;NÃO
M;15;GT3;Sim;Primário;Fundamental;Outros;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Não;Não;Excelente;Altíssimo;Altíssimo;Pouquíssimo;Regular;Excelente;11;ALTO;9;11;10;10;B;NÃO
M;15;LE3;Não;Fundamental;Fundamental;Outros;Outros;Alto;Não;Não;Sim;Sim;Sim;Não;Não;Excelente;Alto;Altíssimo;Pouco;Regular;Excelente;8;MODERADA;13;14;14;13,66666667;B;NÃO
M;15;LE3;Não;Fundamental;Primário;Servidor;Servidor;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Excelente;11;ALTO;12;13;12;12,33333333;B;NÃO
F;16;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Médio;Não;Não;Sim;Não;Sim;Não;Sim;Bom;Regular;Regular;Pouco;Pouco;Excelente;2;BAIXO;11;11;11;11;B;NÃO
F;16;LE3;Sim;Superior;Primário;Outros;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Péssimo;Pouco;Alto;Pouco;Pouco;Péssima;8;MODERADA;9;10;10;9,666666667;C;SIM
F;17;GT3;Sim;Médio;Fundamental;Lar;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Não;Sim;Bom;Regular;Regular;Pouco;Pouco;Péssima;5;MODERADA;9;11;11;10,33333333;B;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Sim;Não;Não;Sim;Não;Não;Excelente;Pouquíssimo;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;11;9;11;10,33333333;B;NÃO
F;16;GT3;Sim;Superior;Superior;Professor;Servidor;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Regular;Altíssimo;Pouquíssimo;Alto;Excelente;1;BAIXO;10;11;12;11;B;NÃO
M;17;GT3;Sim;Superior;Superior;Saúde;Outros;Baixíssimo;Muitas;Não;Não;Sim;Sim;Sim;Sim;Regular;Regular;Regular;Pouquíssimo;Regular;Excelente;2;BAIXO;9;9;8;8,666666667;C;SIM
M;17;LE3;Sim;Primário;Médio;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Não;Sim;Excelente;Pouquíssimo;Pouco;Regular;Regular;Excelente;2;BAIXO;12;11;12;11,66666667;B;NÃO
M;17;GT3;Sim;Médio;Superior;Servidor;Outros;Baixo;Poucas;Não;Sim;Sim;Sim;Sim;Sim;Excelente;Alto;Alto;Regular;Alto;Excelente;8;MODERADA;8;9;8;8,333333333;C;SIM
F;17;GT3;Sim;Superior;Superior;Saúde;Saúde;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Pouco;Altíssimo;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;13;15;16;14,66666667;B;NÃO
M;16;LE3;Sim;Superior;Primário;Outros;Lar;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Pouquíssimo;Pouco;Pouco;Pouquíssimo;Ruim;0;BAIXO;10;11;11;10,66666667;B;NÃO
F;17;GT3;Não;Primário;Primário;Lar;Lar;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Altíssimo;Altíssimo;Pouquíssimo;Pouco;Regular;2;BAIXO;11;10;11;10,66666667;B;NÃO
F;17;GT3;Sim;Superior;Fundamental;Outros;Outros;Baixo;Não;Sim;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouco;Regular;Excelente;0;BAIXO;17;18;18;17,66666667;A;NÃO
M;16;LE3;Não;Fundamental;Fundamental;Outros;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Pouquíssimo;Pouco;Pouco;Pouco;Excelente;0;BAIXO;12;13;13;12,66666667;B;NÃO
M;17;GT3;Sim;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Pouquíssimo;Pouco;Pouco;Pouco;Péssima;0;BAIXO;13;14;13;13,33333333;B;NÃO
M;19;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Poucas;Não;Sim;Sim;Não;Sim;Não;Bom;Alto;Regular;Regular;Alto;Boa;2;BAIXO;9;9;10;9,333333333;C;SIM
M;17;LE3;Não;Primário;Inexistente;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Não;Sim;Bom;Pouquíssimo;Pouco;Pouquíssimo;Pouquíssimo;Excelente;4;BAIXO;11;11;12;11,33333333;B;NÃO
F;17;GT3;Sim;Primário;Primário;Lar;Lar;Baixíssimo;Não;Não;Sim;Sim;Não;Sim;Sim;Regular;Altíssimo;Altíssimo;Pouco;Pouco;Boa;3;BAIXO;10;11;10;10,33333333;B;NÃO
F;16;GT3;Sim;Primário;Fundamental;Outros;Outros;Médio;Não;Sim;Sim;Não;Sim;Sim;Sim;Bom;Regular;Alto;Pouquíssimo;Pouquíssimo;Regular;5;MODERADA;13;14;13;13,33333333;B;NÃO
M;16;LE3;Sim;Primário;Fundamental;Outros;Lar;Baixíssimo;Não;Não;Não;Não;Sim;Não;Não;Bom;Alto;Alto;Pouco;Alto;Excelente;4;BAIXO;9;10;11;10;B;NÃO
F;17;GT3;Sim;Médio;Primário;Outros;Outros;Baixo;Muitas;Não;Sim;Sim;Sim;Sim;Sim;Excelente;Alto;Alto;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;7;9;10;8,666666667;C;SIM
M;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Não;Não;Sim;Excelente;Altíssimo;Altíssimo;Regular;Altíssimo;Excelente;0;BAIXO;8;13;10;10,33333333;B;NÃO
M;18;GT3;Sim;Primário;Inexistente;Lar;Lar;Baixíssimo;Poucas;Sim;Sim;Não;Sim;Não;Não;Bom;Regular;Pouco;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;12;12;13;12,33333333;B;NÃO
M;17;GT3;Sim;Primário;Primário;Outros;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Altíssimo;Altíssimo;Pouquíssimo;Regular;Ruim;0;BAIXO;10;9;10;9,666666667;C;SIM
M;18;LE3;Sim;Primário;Primário;Lar;Lar;Baixo;Não;Não;Sim;Sim;Sim;Não;Não;Bom;Regular;Regular;Pouquíssimo;Alto;Excelente;6;MODERADA;10;9;10;9,666666667;C;SIM
F;16;LE3;Sim;Fundamental;Fundamental;Outros;Servidor;Baixo;Não;Não;Não;Sim;Sim;Não;Sim;Excelente;Alto;Regular;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;11;13;12;12;B;NÃO
M;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Poucas;Não;Não;Sim;Sim;Não;Sim;Péssimo;Pouco;Pouquíssimo;Pouco;Regular;Excelente;0;BAIXO;7;0;0;2,333333333;D;SIM
M;16;GT3;Sim;Médio;Fundamental;Servidor;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Altíssimo;Altíssimo;Pouco;Regular;Excelente;2;BAIXO;11;9;10;10;B;NÃO
