@RELATION BASE

@ATTRIBUTE sexo {F,M}
@ATTRIBUTE tamanhodafamilia {GT3,LE3}
@ATTRIBUTE moracomafamilia {Nao,Sim}
@ATTRIBUTE nivelescolarmae {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE nivelescolarpai {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE trabalhomae {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE trabalhopai {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE tempoestudosemanal {Alto,Baixo,Baixissimo,Medio}
@ATTRIBUTE reprovacoes {Muitas,Nao,Poucas}
@ATTRIBUTE suporteeducacionalescolar {Nao,Sim}
@ATTRIBUTE suporteeducacionalfamiliar {Nao,Sim}
@ATTRIBUTE realizaatividadeextracurricular {Nao,Sim}
@ATTRIBUTE visaeducacaosuperior {Nao,Sim}
@ATTRIBUTE possuiinternetemcasa {Nao,Sim}
@ATTRIBUTE temalgumrelacionamentoamoroso {Nao,Sim}
@ATTRIBUTE qualidaderelacionamentofamiliar {Bom,Excelente,Pessimo,Regular,Ruim}
@ATTRIBUTE tempolivre {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE saircamigos {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcooldiasemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcoolfimsemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE condicaodesaUde {Boa,Excelente,Pessima,Regular,Ruim}
@ATTRIBUTE faltasconceito {ALTO,ALTiSSIMO,BAIXO,MODERADA}
@ATTRIBUTE desemepenhoruim {Nao,SIM}

@DATA
F,GT3,Sim,Fundamental,Fundamental,Servidor,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Nao,Sim,Bom,Pouco,Altissimo,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,GT3,Sim,Primario,Fundamental,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Sim,Nao,Sim,Sim,Excelente,Regular,Altissimo,Altissimo,Altissimo,Pessima,ALTO,SIM
M,LE3,Sim,Superior,Medio,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Pouco,Altissimo,Pouquissimo,Altissimo,Excelente,MODERADA,Nao
M,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Alto,Poucas,Nao,Sim,Nao,Sim,Nao,Nao,Pessimo,Regular,Altissimo,Regular,Altissimo,Regular,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Outros,Outros,Alto,Nao,Sim,Sim,Sim,Sim,Sim,Nao,Ruim,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Excelente,Alto,Altissimo,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Altissimo,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Lar,Servidor,Baixo,Poucas,Nao,Nao,Sim,Sim,Sim,Sim,Regular,Regular,Alto,Pouco,Alto,Regular,MODERADA,Nao
F,LE3,Sim,Primario,Primario,Outros,Servidor,Medio,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Altissimo,Pouquissimo,Pouco,Excelente,BAIXO,SIM
F,LE3,Sim,Primario,Primario,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Excelente,Regular,Pouco,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Excelente,Regular,Pouco,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Nao,Primario,Inexistente,Outros,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Alto,Altissimo,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Excelente,ALTO,SIM
F,GT3,Sim,Medio,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Regular,Pouquissimo,Regular,Pouquissimo,Regular,Pessima,BAIXO,SIM
F,GT3,Sim,Medio,Fundamental,Servidor,Lar,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Regular,Pouquissimo,Regular,Pouquissimo,Alto,Regular,BAIXO,SIM
F,LE3,Sim,Primario,Primario,Outros,Lar,Baixo,Nao,Sim,Nao,Nao,Sim,Nao,Nao,Ruim,Regular,Altissimo,Pouquissimo,Alto,Regular,MODERADA,SIM
F,GT3,Sim,Superior,Superior,SaUde,Professor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Regular,Regular,Pouco,Regular,Ruim,BAIXO,Nao
F,LE3,Sim,Primario,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Alto,Altissimo,Pouquissimo,Alto,Ruim,BAIXO,Nao
F,GT3,Nao,Fundamental,Superior,Outros,Servidor,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Nao,Ruim,Regular,Pouco,Pouquissimo,Regular,Pessima,MODERADA,SIM
M,GT3,Sim,Fundamental,Primario,Outros,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Ruim,BAIXO,SIM
F,LE3,Sim,Primario,Primario,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Pouco,Pouquissimo,Regular,Excelente,MODERADA,SIM
F,GT3,Sim,Fundamental,Medio,Lar,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Regular,Regular,Regular,Pouquissimo,Pouquissimo,Ruim,BAIXO,SIM
F,GT3,Sim,Superior,Superior,SaUde,SaUde,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Alto,Pouquissimo,Pouco,Regular,BAIXO,SIM
M,LE3,Sim,Superior,Superior,Lar,SaUde,Alto,Nao,Nao,Sim,Sim,Nao,Sim,Sim,Excelente,Altissimo,Altissimo,Altissimo,Altissimo,Excelente,BAIXO,SIM
F,LE3,Sim,Medio,Superior,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Ruim,BAIXO,SIM
M,LE3,Sim,Superior,Superior,Outros,Servidor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Pouco,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Medio,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Excelente,Pouquissimo,Regular,Pouco,Pouco,Regular,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Pouquissimo,Regular,Pouquissimo,Pouco,Excelente,MODERADA,SIM
F,LE3,Sim,Superior,Superior,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Excelente,Pouquissimo,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,GT3,Sim,Medio,Medio,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouquissimo,Alto,Altissimo,Altissimo,Regular,MODERADA,SIM
M,GT3,Sim,Primario,Primario,Lar,Servidor,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Excelente,Pouquissimo,Regular,Regular,Regular,Pessima,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,SaUde,Servidor,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Pouco,Pouco,Pouquissimo,Alto,Excelente,BAIXO,SIM
F,LE3,Sim,Fundamental,Primario,Outros,Servidor,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Regular,Pouco,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,LE3,Sim,Superior,Superior,Professor,SaUde,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Pouco,Pouco,Altissimo,Excelente,BAIXO,Nao
M,GT3,Sim,Primario,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Excelente,Altissimo,Altissimo,Pouquissimo,Regular,Excelente,ALTO,Nao
M,LE3,Nao,Fundamental,Fundamental,Outros,Outros,Alto,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Excelente,Alto,Altissimo,Pouco,Regular,Excelente,MODERADA,Nao
M,LE3,Nao,Fundamental,Primario,Servidor,Servidor,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Excelente,ALTO,Nao
F,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Bom,Regular,Regular,Pouco,Pouco,Excelente,BAIXO,Nao
F,LE3,Sim,Superior,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Pessimo,Pouco,Alto,Pouco,Pouco,Pessima,MODERADA,SIM
F,GT3,Sim,Medio,Fundamental,Lar,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Bom,Regular,Regular,Pouco,Pouco,Pessima,MODERADA,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Sim,Nao,Nao,Sim,Nao,Nao,Excelente,Pouquissimo,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Servidor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Regular,Altissimo,Pouquissimo,Alto,Excelente,BAIXO,Nao
M,GT3,Sim,Superior,Superior,SaUde,Outros,Baixissimo,Muitas,Nao,Nao,Sim,Sim,Sim,Sim,Regular,Regular,Regular,Pouquissimo,Regular,Excelente,BAIXO,SIM
M,LE3,Sim,Primario,Medio,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Nao,Sim,Excelente,Pouquissimo,Pouco,Regular,Regular,Excelente,BAIXO,Nao
M,GT3,Sim,Medio,Superior,Servidor,Outros,Baixo,Poucas,Nao,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Regular,Alto,Excelente,MODERADA,SIM
F,GT3,Sim,Superior,Superior,SaUde,SaUde,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Pouco,Altissimo,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,LE3,Sim,Superior,Primario,Outros,Lar,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Pouco,Pouco,Pouquissimo,Ruim,BAIXO,Nao
F,GT3,Nao,Primario,Primario,Lar,Lar,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Altissimo,Altissimo,Pouquissimo,Pouco,Regular,BAIXO,Nao
F,GT3,Sim,Superior,Fundamental,Outros,Outros,Baixo,Nao,Sim,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouco,Regular,Excelente,BAIXO,Nao
M,LE3,Nao,Fundamental,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Pouquissimo,Pouco,Pouco,Pouco,Excelente,BAIXO,Nao
M,GT3,Sim,Medio,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Pouco,Pouco,Pouco,Pessima,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Poucas,Nao,Sim,Sim,Nao,Sim,Nao,Bom,Alto,Regular,Regular,Alto,Boa,BAIXO,SIM
M,LE3,Nao,Primario,Inexistente,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Bom,Pouquissimo,Pouco,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Lar,Baixissimo,Nao,Nao,Sim,Sim,Nao,Sim,Sim,Regular,Altissimo,Altissimo,Pouco,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Outros,Medio,Nao,Sim,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Alto,Pouquissimo,Pouquissimo,Regular,MODERADA,Nao
M,LE3,Sim,Primario,Fundamental,Outros,Lar,Baixissimo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Bom,Alto,Alto,Pouco,Alto,Excelente,BAIXO,Nao
F,GT3,Sim,Medio,Primario,Outros,Outros,Baixo,Muitas,Nao,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
M,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Nao,Nao,Sim,Excelente,Altissimo,Altissimo,Regular,Altissimo,Excelente,BAIXO,Nao
M,GT3,Sim,Primario,Inexistente,Lar,Lar,Baixissimo,Poucas,Sim,Sim,Nao,Sim,Nao,Nao,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Outros,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Altissimo,Altissimo,Pouquissimo,Regular,Ruim,BAIXO,SIM
M,LE3,Sim,Primario,Primario,Lar,Lar,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Bom,Regular,Regular,Pouquissimo,Alto,Excelente,MODERADA,SIM
F,LE3,Sim,Fundamental,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Nao,Sim,Excelente,Alto,Regular,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Poucas,Nao,Nao,Sim,Sim,Nao,Sim,Pessimo,Pouco,Pouquissimo,Pouco,Regular,Excelente,BAIXO,SIM
M,GT3,Sim,Medio,Fundamental,Servidor,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Altissimo,Altissimo,Pouco,Regular,Excelente,BAIXO,Nao
M,LE3,Sim,Primario,Primario,Lar,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Altissimo,Altissimo,Pouco,Alto,Excelente,BAIXO,SIM
M,GT3,Sim,Primario,Primario,Servidor,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Nao,Sim,Sim,Excelente,Regular,Regular,Pouco,Regular,Excelente,BAIXO,SIM
M,GT3,Sim,Medio,Fundamental,Servidor,Outros,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Nao,Ruim,Regular,Pouquissimo,Pouco,Pouco,Excelente,BAIXO,SIM
M,GT3,Sim,Medio,Fundamental,Lar,Servidor,Baixissimo,Muitas,Nao,Nao,Sim,Sim,Nao,Nao,Regular,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Regular,BAIXO,SIM
M,GT3,Sim,Medio,Medio,Lar,Lar,Baixo,Poucas,Nao,Sim,Sim,Nao,Sim,Nao,Bom,Alto,Altissimo,Pouquissimo,Regular,Regular,ALTO,SIM
M,GT3,Sim,Fundamental,Fundamental,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Excelente,Alto,Regular,Pouco,Alto,Boa,MODERADA,SIM
M,GT3,Sim,Fundamental,Primario,Lar,Outros,Baixissimo,Muitas,Nao,Nao,Sim,Nao,Sim,Sim,Bom,Alto,Regular,Pouquissimo,Regular,Excelente,BAIXO,SIM
F,GT3,Nao,Medio,Fundamental,Servidor,Lar,Baixo,Poucas,Nao,Sim,Sim,Sim,Nao,Sim,Ruim,Altissimo,Altissimo,Pouquissimo,Pouquissimo,Pessima,MODERADA,SIM
F,GT3,Sim,Primario,Primario,Outros,Lar,Baixissimo,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Bom,Regular,Pouco,Pouquissimo,Pouco,Excelente,ALTO,SIM
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Nao,Sim,Sim,Bom,Alto,Regular,Pouco,Alto,Boa,ALTO,SIM
F,GT3,Nao,Superior,Medio,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Alto,Alto,Regular,Alto,Ruim,MODERADA,Nao
M,GT3,Sim,Medio,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Ruim,Altissimo,Altissimo,Altissimo,Altissimo,Excelente,MODERADA,Nao
M,GT3,Sim,Primario,Primario,Outros,Servidor,Baixo,Poucas,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Alto,Alto,Regular,Regular,Ruim,MODERADA,Nao
M,GT3,Sim,Medio,Medio,SaUde,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Altissimo,Alto,Pouco,Regular,Regular,BAIXO,SIM
M,LE3,Sim,Primario,Medio,Lar,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Nao,Sim,Sim,Bom,Regular,Regular,Pouco,Regular,Regular,BAIXO,SIM
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Alto,Regular,Regular,Excelente,BAIXO,SIM
F,GT3,Nao,Primario,Fundamental,Lar,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,LE3,Nao,Primario,Primario,Lar,Outros,Baixissimo,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Pessimo,Alto,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Sim,Excelente,Altissimo,Altissimo,Pouquissimo,Pouquissimo,Regular,BAIXO,SIM
F,GT3,Sim,Inexistente,Inexistente,Lar,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,LE3,Nao,Medio,Primario,Outros,Lar,Medio,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Bom,Pouco,Regular,Pouco,Pouco,Regular,MODERADA,SIM
F,GT3,Sim,Superior,Fundamental,Professor,Servidor,Baixo,Nao,Sim,Sim,Sim,Sim,Sim,Nao,Excelente,Altissimo,Altissimo,Pouquissimo,Regular,Excelente,BAIXO,SIM
F,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Baixo,Poucas,Nao,Sim,Sim,Sim,Sim,Nao,Ruim,Regular,Regular,Pouquissimo,Pouco,Boa,BAIXO,SIM
F,GT3,Sim,Superior,Primario,SaUde,Lar,Baixissimo,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Regular,Pouco,Pouco,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,LE3,Sim,Primario,Fundamental,Lar,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Altissimo,Pouquissimo,Pouquissimo,Pouquissimo,Regular,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Poucas,Nao,Nao,Sim,Sim,Nao,Sim,Regular,Alto,Alto,Pouco,Pouco,Excelente,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Servidor,Lar,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Altissimo,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,LE3,Nao,Primario,Fundamental,Lar,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Professor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Altissimo,Pouquissimo,Pouco,Pessima,BAIXO,Nao
M,LE3,Sim,Superior,Superior,Servidor,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Alto,Altissimo,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Baixo,Poucas,Nao,Nao,Sim,Sim,Nao,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Boa,BAIXO,SIM
M,LE3,Sim,Primario,Fundamental,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Pouquissimo,Alto,Altissimo,Altissimo,Pessima,MODERADA,Nao
M,GT3,Sim,Superior,Superior,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Ruim,Altissimo,Altissimo,Pouquissimo,Pouquissimo,Pessima,MODERADA,Nao
M,GT3,Sim,Primario,Primario,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Bom,Pouco,Regular,Regular,Alto,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Pessimo,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Ruim,BAIXO,SIM
F,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Excelente,Alto,Altissimo,Pouquissimo,Alto,Regular,BAIXO,Nao
F,LE3,Nao,Superior,Fundamental,Professor,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Excelente,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Lar,Servidor,Baixo,Poucas,Nao,Nao,Nao,Nao,Nao,Nao,Bom,Alto,Pouco,Pouquissimo,Pouco,Ruim,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Lar,Servidor,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Nao,Nao,Excelente,Altissimo,Altissimo,Pouco,Regular,Ruim,BAIXO,SIM
F,GT3,Sim,Superior,Fundamental,Professor,Outros,Alto,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Pouco,Regular,Regular,Pouquissimo,Excelente,BAIXO,Nao
F,LE3,Nao,Fundamental,Primario,Servidor,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Excelente,Regular,Regular,Pouquissimo,Pouco,Ruim,MODERADA,Nao
F,LE3,Nao,Primario,Primario,Lar,Servidor,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Excelente,Pouco,Regular,Pouquissimo,Pouco,Regular,BAIXO,SIM
F,GT3,Sim,Primario,Fundamental,Lar,Lar,Baixo,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Bom,Pouquissimo,Pouquissimo,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Nao,Primario,Primario,Lar,Lar,Baixo,Muitas,Nao,Sim,Sim,Nao,Nao,Sim,Regular,Altissimo,Alto,Pouquissimo,Alto,Pessima,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Servidor,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Boa,MODERADA,Nao
M,GT3,Sim,Superior,Medio,Servidor,Outros,Baixo,Poucas,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Altissimo,Altissimo,Pouquissimo,Regular,Ruim,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Servidor,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Excelente,Regular,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,LE3,Nao,Medio,Fundamental,Servidor,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Pessimo,Pouco,Regular,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,LE3,Sim,Primario,Primario,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Regular,Regular,Pouco,Pouquissimo,Pouco,Regular,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Lar,Servidor,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Regular,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,LE3,Nao,Primario,Fundamental,Lar,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Bom,Regular,Alto,Pouquissimo,Alto,Excelente,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Servidor,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Pouco,Pouquissimo,Regular,Regular,MODERADA,Nao
F,LE3,Sim,Superior,Superior,Lar,Lar,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Ruim,Regular,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Regular,Pouco,Pouco,Pouquissimo,Pouco,Regular,BAIXO,Nao
M,GT3,Sim,Primario,Medio,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Regular,Regular,Alto,Pouco,Alto,Regular,BAIXO,SIM
M,LE3,Sim,Superior,Superior,Professor,Servidor,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Pouco,Pouco,Pouco,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Servidor,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Pouco,Pouquissimo,Pouquissimo,Pouco,Pessima,BAIXO,SIM
